title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
Sacred Planet (IMAX),N/A,N/A,"$1,611,700",Buena Vista,"April 22, 2004",IMAX,0 hrs. 45 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sacred Stage,N/A,N/A,"$6,200",First Run,"October 7, 2005",Documentary,1 hrs. 0 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Sacrifice (2017 re-release),N/A,N/A,"$60,100",Kino Lorber,"October 20, 2017",Drama,2 hrs. 29 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saddest Music in the World,N/A,N/A,"$1,016,800",IFC,"April 30, 2004",Unknown,1 hrs. 39 min.,R,N/A,"$824,777",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Safe (2012),Boaz Yakin,N/A,"$19,063,200",Lionsgate,"April 27, 2012",Action,1 hrs. 35 min.,R,N/A,"$40,346,186",Jason Statham,N/A,N/A,N/A,N/A,N/A,Lawrence Bender,Dana Brunetti,Brian Kavanaugh-Jones,Kevin Spacey,N/A,N/A,Boaz Yakin,N/A,Mark Mothersbaugh,N/A
Sagrada: The Mystery of Creation,N/A,N/A,"$64,300",First Run,"September 12, 2014",Documentary,1 hrs. 29 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sahara (1984),N/A,N/A,"$3,770,500",MGM,"March 2, 1984",Period Adventure,1 hrs. 51 min.,PG,$25 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ennio Morricone,N/A
Sailor Moon R &amp; S - The Movies,N/A,N/A,"$343,300",Fathom,"July 28, 2018",Animation,2 hrs. 0 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sailor Moon SuperS - The Movie,N/A,N/A,"$236,700",Fathom,"August 4, 2018",Animation,1 hrs. 15 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Salsa - The Motion Picture,N/A,N/A,"$19,537,700",Cannon Films,"May 6, 1988",Unknown,1 hrs. 39 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Salt of the Earth,N/A,N/A,"$1,420,600",Sony Classics,"March 27, 2015",Documentary,1 hrs. 50 min.,PG-13,N/A,"$1,343,349",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Salut D'Amour,N/A,N/A,"$23,600",CJ Entertainment,"April 10, 2015",Foreign,1 hrs. 52 min.,Unrated,N/A,"$22,480",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Salvation,N/A,N/A,"$49,600",IFC,"February 27, 2015",Western,1 hrs. 30 min.,R,N/A,"$44,903",Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Jonathan Pryce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Salvation Poem (Poema de Salvacion),N/A,N/A,"$1,042,200",CanZion Films,"August 27, 2010",Drama,1 hrs. 18 min.,PG-13,N/A,"$1,097,750",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samaritan's Purse: Facing Darkness (Encore),N/A,N/A,"$560,500",Fathom,"April 10, 2017",Musical,1 hrs. 33 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Same Time Next Year,N/A,N/A,"$70,884,000",Universal,"February 1, 1979",Romance,1 hrs. 59 min.,PG,N/A,N/A,Alan Alda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoan Wedding,N/A,N/A,"$98,800",Magnolia,"November 10, 2006",Comedy,1 hrs. 37 min.,Unrated,N/A,"$2,993,332",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Sandlot (25th Anniversary),N/A,N/A,"$527,800",Fathom,"July 22, 2018",Family Comedy,1 hrs. 41 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sans Soleil (Re-issue),N/A,N/A,"$46,200",New Yorker,"October 10, 2003",Unknown,1 hrs. 40 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman  - Season 5 (IMAX),N/A,N/A,"$1,271,600",IMAX,"October 30, 2006",IMAX,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman (IMAX),N/A,N/A,"$2,984,100",IMAX,"November 1, 2002",IMAX,0 hrs. 37 min.,G,N/A,"$22,748,820",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Steve Oedekerk,N/A,N/A,N/A
Santa Vs. the Snowman - Season 2 (IMAX),N/A,N/A,"$4,528,300",IMAX,"October 31, 2003",IMAX,N/A,Unrated,N/A,"$14,166,866",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman - Season 3 (IMAX),N/A,N/A,"$2,760,900",IMAX,"October 22, 2004",IMAX,N/A,Unrated,N/A,"$12,576,855",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman - Season 4 (IMAX),N/A,N/A,"$1,715,800",IMAX,"October 31, 2005",IMAX,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman - Season 6 (IMAX),N/A,N/A,"$1,002,400",IMAX,"November 8, 2007",IMAX,N/A,Unrated,N/A,"$10,259,134",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Santa Vs. the Snowman - Season 7 (IMAX),N/A,N/A,"$541,600",IMAX,"October 31, 2008",IMAX,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sarah Palin - You Betcha!,N/A,N/A,"$12,400",Freestyle Releasing,"September 30, 2011",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Savages (2012),Oliver Stone,N/A,"$54,994,900",Universal,"July 6, 2012",Thriller,2 hrs. 10 min.,R,$45 million,"$82,966,152",Taylor Kitsch,Aaron Johnson,Blake Lively,Benicio Del Toro,Salma Hayek,John Travolta,N/A,N/A,N/A,N/A,N/A,N/A,Shane Salerno,Oliver Stone,N/A,N/A
Saw 10th Anniversary,N/A,N/A,"$887,000",Lionsgate,"October 31, 2014",Horror,1 hrs. 43 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saw 3D,N/A,N/A,"$51,531,000",Lionsgate,"October 29, 2010",Horror,1 hrs. 31 min.,R,$20 million,"$136,150,434",Cary Elwes,N/A,N/A,N/A,N/A,N/A,James Wan,Leigh Whannell,N/A,N/A,N/A,N/A,Marcus Dunstan,Patrick Melton,N/A,N/A
Say Anything,Cameron Crowe,N/A,"$47,268,500",Fox,"April 14, 1989",Romantic Comedy,1 hrs. 40 min.,PG-13,N/A,"$21,515,196",John Cusack,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cameron Crowe,N/A,N/A,N/A
Scanners (1981),N/A,N/A,"$46,208,500",Embassy,"January 14, 1981",Sci-Fi Horror,1 hrs. 43 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Howard Shore,N/A
Scarface (1983),Brian De Palma,N/A,"$123,206,500",Universal,"December 9, 1983",Crime Drama,2 hrs. 50 min.,R,N/A,"$65,884,703",Al Pacino,Michelle Pfeiffer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scarface (Re-issue),N/A,N/A,"$1,108,000",Focus Features,"September 19, 2003",Crime Drama,2 hrs. 50 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Schindler's List (2018 re-release),N/A,N/A,"$833,100",Universal,"December 7, 2018",Drama,3 hrs. 15 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Scotland, PA",N/A,N/A,"$597,000",Lot 47,"February 8, 2002",Crime Comedy,1 hrs. 44 min.,R,N/A,N/A,Christopher Walken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,N/A,"$3,843,500",Paramount,"October 30, 2015",Horror Comedy,1 hrs. 33 min.,R,$15 million,"$16,137,046",Tye Sheridan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christopher B. Landon,N/A,N/A,N/A
Screamers (2006),N/A,N/A,"$71,700",Maya Entertainment,"December 8, 2006",Documentary,1 hrs. 31 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scum (2017 re-release),N/A,N/A,"$6,500",Kino Lorber,"June 16, 2017",Drama,1 hrs. 36 min.,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sea Monsters: A Prehistoric Adventure (IMAX),N/A,N/A,"$29,917,600",National Geographic Entertainment,"October 5, 2007",IMAX,0 hrs. 40 min.,Unrated,N/A,"$50,652,463",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sea Wolves,N/A,N/A,"$715,200",Paramount,"June 5, 1981",Unknown,N/A,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Search for General Tso,N/A,N/A,"$60,300",IFC,"January 2, 2015",Documentary,1 hrs. 13 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seasons of Gray,N/A,N/A,"$76,300",EchoLight Studios,"October 18, 2013",Drama,1 hrs. 29 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Second Best Exotic Marigold Hotel,John Madden,N/A,"$36,339,300",Fox Searchlight,"March 6, 2015",Comedy / Drama,2 hrs. 2 min.,PG,$10 million,"$85,978,266",Judi Dench,Maggie Smith,Richard Gere,Dev Patel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thomas Newman,N/A
Second Hand Hearts,N/A,N/A,"$63,200",Paramount,"April 24, 1981",Unknown,N/A,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Second Jungle Book: Mowgli and Baloo,N/A,N/A,"$680,800",TriStar,"May 16, 1997",Family Adventure,1 hrs. 28 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Secret in their Eyes (2015),Billy Ray,N/A,"$20,947,200",STX Entertainment,"November 20, 2015",Thriller,1 hrs. 51 min.,PG-13,$19.5 million,"$34,854,990",Dean Norris,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,N/A,N/A,Matt Jackson,N/A,N/A,N/A,N/A,N/A,Billy Ray,N/A,N/A,N/A
The Secret Rapture,N/A,N/A,"$40,400",Castle Hill,"April 29, 1994",Drama,1 hrs. 37 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David Hare,N/A,N/A,N/A
Secrets &amp; Lies,Mike Leigh,N/A,"$26,396,100",October,"September 28, 1996",Drama,2 hrs. 16 min.,R,$4.5 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mike Leigh,N/A,N/A,N/A
Self-Medicated,N/A,N/A,"$132,000",ThinkFilm,"August 31, 2007",Drama,1 hrs. 47 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Senorita Extraviada,N/A,N/A,"$13,300",Balcony Releasing,"February 21, 2003",Unknown,1 hrs. 14 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Senso (2018 re-release),N/A,N/A,"$27,700",Rialto,"October 26, 2018",Drama,2 hrs. 3 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40787,N/A,N/A,"$190,100",Empire,"July 18, 2003",Unknown,2 hrs. 14 min.,Unrated,N/A,"$127,035",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sequins,N/A,N/A,"$36,700",New Yorker,"May 27, 2005",Foreign,1 hrs. 28 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Seraphin, un homme et son peche",N/A,N/A,"$10,311,500",Alliance,"November 29, 2002",Foreign,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seraphine,N/A,N/A,"$1,066,100",Music Box Films,"June 5, 2009",Foreign,2 hrs. 10 min.,Unrated,N/A,"$9,147,877",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Serbis,N/A,N/A,"$78,100",Regent Releasing,"January 30, 2009",Foreign,1 hrs. 30 min.,R,N/A,"$155,156",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Serenity (2019),Steven Knight,N/A,"$8,530,300",Aviron,"January 25, 2019",Thriller,1 hrs. 46 min.,R,N/A,N/A,Matthew McConaughey,Anne Hathaway,Djimon Hounsou,Diane Lane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Steven Knight,N/A,Benjamin Wallfisch,N/A
The Servant (2013 re-release),N/A,N/A,"$42,000",Rialto,"July 26, 2013",Drama,1 hrs. 55 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Set Fire to the Stars,N/A,N/A,"$4,700",Strand,"June 12, 2015",Drama,1 hrs. 33 min.,Unrated,N/A,N/A,Elijah Wood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Settlers (2017),N/A,N/A,"$42,400",Matson Films,"March 3, 2017",Documentary,1 hrs. 47 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seven Beauties (2017 re-release),N/A,N/A,"$12,500",Kino Lorber,"April 14, 2017",War Drama,1 hrs. 56 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seven Samurai (re-issue),N/A,N/A,"$416,900",Cowboy,"August 30, 2002",Foreign / Action,3 hrs. 27 min.,Unrated,N/A,"$271,841",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Severed Ways,N/A,N/A,"$23,600",Magnolia,"March 13, 2009",Period Adventure,1 hrs. 47 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sex and Lucia,N/A,N/A,"$2,478,600",Palm,"July 12, 2002",Foreign,2 hrs. 8 min.,R,N/A,"$7,640,680",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alberto Iglesias,N/A
Sex and Zen 3D: Extreme Ecstasy,N/A,N/A,"$174,300",China Lion,"August 12, 2011",Foreign,2 hrs. 9 min.,Unrated,$3.5 million,"$6,369,363",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sex Sells: The Making of Touche,N/A,N/A,"$4,600",HB Filmworks,"February 25, 2005",Comedy,1 hrs. 36 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sex, Drugs, Rock and Roll",N/A,N/A,"$1,137,600",Avenue Pict.,"September 6, 1991",Concert,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sex, Politics &amp; Cocktails",N/A,N/A,"$36,800",Regent Releasing,"May 20, 2005",Romantic Comedy,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaadi Karke Phas Gaye Yaar,N/A,N/A,"$307,600",Eros,"August 4, 2006",Foreign,N/A,Unrated,N/A,"$4,423,137",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shackleton's Antarctic Adventure (IMAX),N/A,N/A,"$24,239,500",WGB.,"February 10, 2001",IMAX,0 hrs. 40 min.,G,N/A,"$19,613,216",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shag: The Movie,N/A,N/A,"$15,826,300",Hemdale,"July 21, 1989",Unknown,1 hrs. 39 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jeffrey Silver*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shake Hands with the Devil: The Journey of Romeo Dallaire,N/A,N/A,"$96,100",California Newsreel,"May 13, 2005",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shakespeare Wallah (re-issue),N/A,N/A,"$4,600",Cohen Media Group,"November 10, 2017",Drama,2 hrs. 0 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shanghai Calling,N/A,N/A,"$11,800",Starz Media,"February 15, 2013",Romantic Comedy,1 hrs. 38 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaun the Sheep Movie,N/A,N/A,"$21,189,600",Lionsgate,"August 5, 2015",Animation,1 hrs. 25 min.,PG,N/A,"$106,209,378",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaye &amp; Kiki,N/A,N/A,"$18,600",Indican,"March 2, 2002",Drama,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
She's Beautiful When She's Angry,N/A,N/A,"$463,500",International Film Circuit,"December 5, 2014",Documentary,1 hrs. 32 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shepard and Dark,N/A,N/A,"$11,200",Music Box Films,"September 25, 2013",Documentary,1 hrs. 32 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shine (2018),N/A,N/A,"$333,400",GVN Releasing,"October 5, 2018",Drama,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Shining (2013 re-release),N/A,N/A,"$370,700",Warner Bros.,"October 7, 2013",Horror,N/A,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Shining (2018 re-issue),N/A,N/A,"$431,100",Warner Bros.,"October 31, 2018",Horror,2 hrs. 26 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shock &amp; Awe,Rob Reiner,N/A,"$79,700",Vertical Entertainment,"July 13, 2018",Drama,1 hrs. 31 min.,R,N/A,N/A,Woody Harrelson,James Marsden,Rob Reiner,Milla Jovovich,Jessica Biel,Tommy Lee Jones,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shoot the Piano Player (re-issue),N/A,N/A,"$25,900",Janus Films,"September 5, 2008",Foreign,1 hrs. 32 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Short Eyes (Re-issue),N/A,N/A,"$5,200",Castle Hill,"March 7, 2003",Unknown,N/A,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Short Kut, The Con Is On",N/A,N/A,"$121,400",Studio 18,"July 10, 2009",Foreign,2 hrs. 22 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shortcut to Happiness (a.k.a. The Devil and Daniel Webster),N/A,N/A,N/A,Yari Film Group,"July 13, 2007",Fantasy Drama,1 hrs. 45 min.,PG-13,$35 million,"$605,294",Anthony Hopkins,Alec Baldwin,Jennifer Love Hewitt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shoujyo: The Adolescent,N/A,N/A,"$91,100",Indican,"August 26, 2005",Foreign,2 hrs. 2 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shut Up Little Man,N/A,N/A,"$27,200",Tribeca Film,"August 26, 2011",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sia, The Dream of the Python",N/A,N/A,"$7,200",Artmattan Prods.,"May 24, 2002",Unknown,1 hrs. 36 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sid and Nancy,N/A,N/A,"$6,537,200",Samuel Goldwyn,"October 17, 1986",Unknown,1 hrs. 52 min.,R,$4 million,N/A,Gary Oldman,N/A,N/A,N/A,N/A,N/A,Eric Fellner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Side Effects (2013),Steven Soderbergh,N/A,"$36,525,800",Open Road Films,"February 8, 2013",Thriller,1 hrs. 46 min.,R,N/A,"$63,372,757",Jude Law,Rooney Mara,Catherine Zeta-Jones,Channing Tatum,N/A,N/A,Scott Z. Burns,Lorenzo di Bonaventura,Gregory Jacobs,James D. Stern,N/A,N/A,Scott Z. Burns,N/A,Thomas Newman,N/A
Sidney Sheldon's Bloodline,N/A,N/A,"$29,567,700",Paramount,"June 29, 1979",Unknown,1 hrs. 56 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ennio Morricone,N/A
Siegfried &amp; Roy: The Magic Box (IMAX),N/A,N/A,"$8,981,300",IMAX,"October 1, 1999",IMAX,0 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alan Silvestri,N/A
The Signal (2014),N/A,N/A,"$655,200",Focus Features,"June 13, 2014",Sci-Fi Thriller,1 hrs. 35 min.,PG-13,N/A,"$600,896",Brenton Thwaites,Laurence Fishburne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Signs and Wonders,N/A,N/A,"$54,000",Strand,"February 9, 2001",Unknown,1 hrs. 45 min.,Unrated,N/A,N/A,Stellan Skarsgard,N/A,N/A,N/A,N/A,N/A,Nick Wechsler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Silence (2016),Martin Scorsese,N/A,"$7,254,100",Paramount,"December 23, 2016",Drama,2 hrs. 39 min.,R,N/A,"$23,737,523",Liam Neeson,Andrew Garfield,Adam Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jay Cocks,N/A,N/A,N/A
A Silent Voice (2019 re-release),N/A,N/A,"$334,000",Fathom,"January 28, 2019",Animation,2 hrs. 10 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
